Name,Artist,Album,Popularity,Lyrics,Lyrics length,Spotify ID,Spotify features,Danceability,Energy,loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration,Audio
If We Ever Broke Up,Mae Stephens,If We Ever Broke Up,88,"19 ContributorsTranslationsTürkçeIf We Ever Broke Up Lyrics[Verse 1]
If you keep wondering if somebody understands
Darling, I don't understand you
If you stay awake at night waiting for somebody right
Baby, oh, your karma is due

[Pre-Chorus]
Like, I would never hate you
But only if you want to
So much time, like who knew? (Like who knew?)
Music we got into
Songs we fell in love to
Boy, this feels so wrong too
(Ah, ah, ah)

[Chorus]
If we ever broke up, I'd never be sad
Thinking about everything that we had
If we ever broke up
If we ever broke up, I'd call your dad
And tell him all the shittiest of things you've said
If wе ever broke up

[Post-Chorus]
Boy, don't gеt emotional
'Cause it's not personal
It's just the way, just the way it goes
If we ever broke up, I'd never be sad
Thinking about everything that we had
If we ever broke up
(Ha-ah, ha-ah)
You might also like[Verse 2]
You're living in Wonderland
If you think I'll understand
All the shit you put me through
If girls in white dresses and big winter wedding
Is something you want to be true (Yeah)
Then pack up your drama, this selfish dilemma
Is something this shit can't undo

[Pre-Chorus]
Like, I would never hate you
But only if you want to
So much time like, who knew? Woah

[Chorus]
If we ever broke up, I'd never be sad
Thinking about everything that we had
If we ever broke up (Ha-ah, ha-ah, ah)
If we ever broke up, I'd call your dad
And tell him all the shittiest of things you've said
If we ever broke up

[Post-Chorus]
Boy, don't get emotional
'Cause it's not personal
It's just the way, just the way it goes
If we ever broke up, I'd never be sad
Thinking about everything that we had
If we ever broke upEmbed",320,6maTPqynTmrkWIralgGaoP,"{'danceability': 0.898, 'energy': 0.732, 'key': 7, 'loudness': -3.982, 'mode': 1, 'speechiness': 0.0427, 'acousticness': 0.621, 'instrumentalness': 1.29e-05, 'liveness': 0.0908, 'valence': 0.96, 'tempo': 115.955, 'type': 'audio_features', 'id': '6maTPqynTmrkWIralgGaoP', 'uri': 'spotify:track:6maTPqynTmrkWIralgGaoP', 'track_href': 'https://api.spotify.com/v1/tracks/6maTPqynTmrkWIralgGaoP', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6maTPqynTmrkWIralgGaoP', 'duration_ms': 142759, 'time_signature': 4}",0.898,0.732,-3.982,0.0427,0.621,1.29e-05,0.0908,0.96,115.955,142759,
Memory Lane,Old Dominion,Memory Lane,79,"4 ContributorsMemory Lane Lyrics[Verse 1]
If I could buy a house on Memory Lane
I'd put my money down and I'd sign my name
On that little corner lot where it don't ever rain
And we'd stay good as new like a fresh coat of paint
You'd be mine in the shine of a front porch light
Yeah, I might as well live there, baby
That's where I spend most of my time

[Chorus]
Thinkin' 'bout those sunsets that bled into jean jacket nights
Those tangled up mornings lost in paradise
Still drunk on the feeling when I close my eyes
You're pulling me closer, your head on my shoulder
We'd never let go and we'd never be over

[Verse 2]
If I could buy a house on Memory Lane
I wouldn't have to wonder if you miss me the same
I'd be loving you as usual, telling you you're beautiful
Oh, I'd be happily delusional

[Chorus]
Thinkin' 'bout those sunsets that bled into jean jacket nights
Those tangled up mornings lost in paradise
Still drunk on the feeling when I close my eyes
You're pulling me closer, your head on my shoulder
We'd never let go and we'd never be over
You might also like[Chorus]
Thinkin' 'bout those sunsets that bled into jean jacket nights
Those tangled up mornings lost in paradise
Still drunk on the feeling when I close my eyes
You're pulling me closer, your head on my shoulder
We'd never let go and we'd never be over

[Outro]
If I could buy a house on Memory Lane
I'd put my money down and I'd sign my name
On that little corner lot where it don't ever rain
And baby, me and you, we'd never fade, never fade
We'd never fade
Never fade, never fadeEmbed",298,5kB6WithhB8Iv08EMNmAbt,"{'danceability': 0.645, 'energy': 0.8, 'key': 6, 'loudness': -4.272, 'mode': 1, 'speechiness': 0.0363, 'acousticness': 0.0189, 'instrumentalness': 1.12e-05, 'liveness': 0.0858, 'valence': 0.375, 'tempo': 118.977, 'type': 'audio_features', 'id': '5kB6WithhB8Iv08EMNmAbt', 'uri': 'spotify:track:5kB6WithhB8Iv08EMNmAbt', 'track_href': 'https://api.spotify.com/v1/tracks/5kB6WithhB8Iv08EMNmAbt', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5kB6WithhB8Iv08EMNmAbt', 'duration_ms': 172480, 'time_signature': 4}",0.645,0.8,-4.272,0.0363,0.0189,1.12e-05,0.0858,0.375,118.977,172480,https://p.scdn.co/mp3-preview/62b00d18c8accd5bb671d6b98460313e718da4cb?cid=a4bf3a6d2a1640eeaff76c0764a15e10
I'm Good (Blue),David Guetta,I'm Good (Blue),94,"51 ContributorsTranslationsPortuguêsEspañolTürkçeI’m Good (Blue) Lyrics[Chorus]
I'm good, yeah, I'm feelin' alright
Baby, I'ma have the best fuckin' night of my life
And wherever it takes me, I'm down for the ride
Baby, don't you know I'm good, yeah, I'm feelin' alright
'Cause I'm good, yeah, I'm feelin' alright
Baby, I'ma have the best fuckin' night of my life
And wherever it takes me, I'm down for the ride
Baby, don't you know I'm good, yeah, I'm feelin' alright

[Drop]
Don't you know I'm good, yeah, I'm feelin' alright

[Verse]
You know I'm down for whatever tonight
I don't need the finer things in life
No matter where I go, it's a good time, yeah
And I, I don't need to sit in VIP
Middle of the floor, that's where I'll be
Don't got a lot, but that's enough for me, yeah

[Chorus]
'Cause I'm good, yeah, I'm feelin' alright
Baby, I'ma have the best fuckin' night of my life
And wherever it takes me, I'm down for the ride
Baby, don't you know I'm good, yeah, I'm feelin' alright
You might also like[Drop]
I'm good
Good
I'm good
Don't you know I'm good, yeah, I'm feelin' alright

[Bridge]
So I just let it go, let it go
Oh, na-na-na-na-na
No, I don't care no more, care no more
Oh, na-na-na-na-na
So come on, let me know, let me know
Put your hands up, na-na-na
No, baby, nothing's gonna stop us tonight

[Chorus]
'Cause I'm good, yeah, I'm feelin' alright
Baby, I'ma have the best fuckin' night of my life
And wherever it takes me, I'm down for the ride
Baby, don't you know I'm good, yeah, I'm feelin' alright33Embed",279,4uUG5RXrOk84mYEfFvj3cK,"{'danceability': 0.561, 'energy': 0.965, 'key': 7, 'loudness': -3.673, 'mode': 0, 'speechiness': 0.0343, 'acousticness': 0.00383, 'instrumentalness': 7.07e-06, 'liveness': 0.371, 'valence': 0.304, 'tempo': 128.04, 'type': 'audio_features', 'id': '4uUG5RXrOk84mYEfFvj3cK', 'uri': 'spotify:track:4uUG5RXrOk84mYEfFvj3cK', 'track_href': 'https://api.spotify.com/v1/tracks/4uUG5RXrOk84mYEfFvj3cK', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4uUG5RXrOk84mYEfFvj3cK', 'duration_ms': 175238, 'time_signature': 4}",0.561,0.965,-3.673,0.0343,0.00383,7.07e-06,0.371,0.304,128.04,175238,https://p.scdn.co/mp3-preview/c1de960c1a98f7ab652331e5223c50baba75c460?cid=a4bf3a6d2a1640eeaff76c0764a15e10
LosT,Bring Me The Horizon,LosT,81,"41 ContributorsTranslationsPortuguêsLosT Lyrics[Verse 1]
Watching Evangelion with a big fat slug of ketamine
I lost the plot a little while ago, oh-oh
My dog just died, my friends hate me
I saw myself on MTV, and my ego is not my amigo (Yeah, yeah)

[Pre-Chorus]
Oh, maybe I don't belong on this planet
Red crescent moons all over my hands
It's too much to take, I can't understand it
Someone tell me

[Chorus]
Why am I this way?
Stupid medicine, not doin' anything
What the hell is fucking wrong with me?
I guess there's no remedy, I'm so terribly lost

[Verse 2]
Imaginary enemies, suicidal tendеncies
Serotonin's proper on its arsе, oh-oh
I used to go to therapy, but the doctor tried to section me
The next time that I open up to someone will be my autopsy
Because

[Pre-Chorus]
I don't think I belong on this planet
Red crescent moons all over my hands
It's too much to take, I can't fucking stand it
Someone tell me
You might also like[Chorus]
Why am I this way?
Stupid medicine, not doin' anything
What the hell is fucking wrong with me?
I guess there's no remedy, own worst enemy
I'm so terribly lost

[Bridge]
If I keep this up
I think I'm gonna break down
If I keep this up
I think I'm gonna break down

[Breakdown]
Oh my God
I think I'm gonna break down
Oh my God
I think I'm gonna break down
(Woah-oh-oh-oh)
I think I'm gonna break down
(Woah-oh-oh-oh)
Someone tell me

[Chorus]
Why am I this way?
Stupid medicine, not doin' anything
What the hell is fucking wrong with me?
I guess there's no remedy, I'm so terribly lost
Why am I this way?
Stupid medicine, not doin' anything
What the hell is fucking wrong with me?
I guess there's no remedy, own worst enemy
I'm so terribly lost7Embed",313,3GZD6HmiNUhxXYf8Gch723,"{'danceability': 0.913, 'energy': 0.603, 'key': 8, 'loudness': -4.892, 'mode': 1, 'speechiness': 0.226, 'acousticness': 0.0272, 'instrumentalness': 0.000503, 'liveness': 0.167, 'valence': 0.497, 'tempo': 123.061, 'type': 'audio_features', 'id': '3GZD6HmiNUhxXYf8Gch723', 'uri': 'spotify:track:3GZD6HmiNUhxXYf8Gch723', 'track_href': 'https://api.spotify.com/v1/tracks/3GZD6HmiNUhxXYf8Gch723', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3GZD6HmiNUhxXYf8Gch723', 'duration_ms': 234093, 'time_signature': 4}",0.913,0.603,-4.892,0.226,0.0272,0.000503,0.167,0.497,123.061,234093,
un x100to,Grupo Frontera,un x100to,100,"16 ContributorsTranslationsEnglishDeutsch​un x100to Lyrics[Letra de ""un x100to""]

[Coro: Payo Solís]
Me queda 1%
Y lo usaré solo para decirte lo mucho que lo siento
Que si me ven con otra en una disco solo es perdiendo el tiempo
Baby, ¿pa' qué te miento?
Eso de que me vieron feliz, no, no es cierto

[Verso 1: Payo Solís]
Ya nada me hace reír
Solo cuando veo las fotos y los vídeos que tengo de ti
Salí con otra para olvidarte y tenía el perfume que te gusta a ti
Prendo para irme a dormir
Porque duermo mejor si sueño que estás aquí
Si supieras que te escribí
No he mandado los mensajes, siguen todos ahí
Wow, qué mucho me ha costa'o
Quizás te hice un favor cuando me fui de tu lado
Borracho viendo tus fotos, me duele ver que tú sí has mejorado
No tienes días grises, ya no te duelen las cicatrices
Y yo pensando si decirte que

[Coro: Payo Solís & Bad Bunny]
Me queda 1%
Y lo usaré solo para decirte lo mucho que lo siento
Que si me ven con otra en una disco solo es perdiendo el tiempo
Baby, ¿pa' qué te miento?
Eso de que me vieron feliz, no, no es cierto (Ey)
You might also like[Verso 2: Bad Bunny]
Hace tiempo no pensaba en ti
Borracho a tu Insta me metí
Baby, ya yo sé que a ti te va bien
Que de mí tú no quieres saber, ey, ey
Viviendo en un infierno que yo mismo incendié
Jugando contigo como si fuese el die'
Siento que ya no estoy en tu corazón, ahora estoy en tus pie'
Rogándote, en el tequila ahogándome
Los muchacho' están invitándome a salir
La paso bien, pero siempre termino extrañándote
En el tequila ahogándome, ey
Las morritas texteándome, ey
Que dónde es la peda hoy, pero

[Coro: Bad Bunny]
Me queda 1%
Y lo usaré solo para decirte lo mucho que lo siento
Que si me ven con otra en una disco solo es perdiendo el tiempo
Baby, ¿pa' qué te miento?
Eso de que me vieron feliz no es cierto, ey

[Outro: Julián Peña Jr.]
Y esto es Grupo Frontera
Y el compa Bad Bunny1Embed",369,6pD0ufEQq0xdHSsRbg9LBK,"{'danceability': 0.569, 'energy': 0.724, 'key': 6, 'loudness': -4.076, 'mode': 0, 'speechiness': 0.0474, 'acousticness': 0.228, 'instrumentalness': 0, 'liveness': 0.27, 'valence': 0.562, 'tempo': 83.118, 'type': 'audio_features', 'id': '6pD0ufEQq0xdHSsRbg9LBK', 'uri': 'spotify:track:6pD0ufEQq0xdHSsRbg9LBK', 'track_href': 'https://api.spotify.com/v1/tracks/6pD0ufEQq0xdHSsRbg9LBK', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6pD0ufEQq0xdHSsRbg9LBK', 'duration_ms': 194563, 'time_signature': 4}",0.569,0.724,-4.076,0.0474,0.228,0.0,0.27,0.562,83.118,194563,https://p.scdn.co/mp3-preview/15117af933a505dd75ecd33d15f2d4d3e13bdf9a?cid=a4bf3a6d2a1640eeaff76c0764a15e10
Anti-Hero,Taylor Swift,Midnights,94,"184 ContributorsTranslationsPortuguêsEspañolTürkçeFrançais中文NederlandsDeutschไทย / Phasa ThaiItalianoSvenskaУкраїнськаСрпскиBahasa IndonesiaAnti-Hero Lyrics[Verse 1]
I have this thing where I get older, but just never wiser
Midnights become my afternoons
When my depression works the graveyard shift, all of the people
I've ghosted stand there in the room

[Pre-Chorus]
I should not be left to my own devices
They come with prices and vices
I end up in crisis
(Tale as old as time)
I wake up screaming from dreaming
One day, I'll watch as you're leaving
'Cause you got tired of my scheming
(For the last time)

[Chorus]
It's me, hi
I'm the problem, it's me
At teatime, everybody agrees
I'll stare directly at the sun, but never in the mirror
It must be exhausting always rooting for the anti-hero

[Verse 2]
Sometimes, I feel like everybody is a sexy baby
And I'm a monster on the hill
Too big to hang out, slowly lurching toward your favorite city
Pierced through the heart, but never killed
You might also like[Pre-Chorus]
Did you hear my covert narcissism I disguise as altruism
Like some kind of congressman?
(A tale as old as time)
I wake up screaming from dreaming
One day, I'll watch as you're leaving
And life will lose all its meaning
(For the last time)

[Chorus]
It's me, hi
I'm the problem, it's me (I'm the problem, it's me)
At teatime, everybody agrees
I'll stare directly at the sun, but never in the mirror
It must be exhausting always rooting for the anti-hero

[Bridge]
I have this dream my daughter-in-law kills me for the money
She thinks I left them in the will
The family gathers 'round and reads it and then someone screams out
""She's laughing up at us from Hell""

[Breakdown]
It's me, hi
I'm the problem, it's me
It's me, hi
I'm the problem, it's me
It's me, hi
Everybody agrees, everybody agrees
[Chorus]
It's me, hi (Hi)
I'm the problem, it's me (I'm the problem, it's me)
At teatime (Teatime), everybody agrees (Everybody agrees)
I'll stare directly at the sun, but never in the mirror
It must be exhausting always rooting for the anti-hero64Embed",353,0V3wPSX9ygBnCm8psDIegu,"{'danceability': 0.637, 'energy': 0.643, 'key': 4, 'loudness': -6.571, 'mode': 1, 'speechiness': 0.0519, 'acousticness': 0.13, 'instrumentalness': 1.8e-06, 'liveness': 0.142, 'valence': 0.533, 'tempo': 97.008, 'type': 'audio_features', 'id': '0V3wPSX9ygBnCm8psDIegu', 'uri': 'spotify:track:0V3wPSX9ygBnCm8psDIegu', 'track_href': 'https://api.spotify.com/v1/tracks/0V3wPSX9ygBnCm8psDIegu', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0V3wPSX9ygBnCm8psDIegu', 'duration_ms': 200690, 'time_signature': 4}",0.637,0.643,-6.571,0.0519,0.13,1.8e-06,0.142,0.533,97.008,200690,
All By Myself,Alok,All By Myself,79,"16 ContributorsAll by Myself Lyrics[Verse 1]
I lost my own belief
Always somethin' breakin' me, was overcome
Walkin' these lonely streets
Even in good company, I want to run

[Pre-Chorus]
But now I'm embracin' the way I am
I don't need nobody to hold my hand

[Chorus]
I'm doin' it, doin' it all by myself
I'm movin' it, movin' it all by myself
I'll be my own motivation
I'll listen to nothin' they're sayin'
I'm lovin' me, lovin' me all by myself

[Drop]
All by myself
All by myself, myself
All by my—

[Verse 2]
They turned the best of me into my insecurities
They shout so loud
No parties with fake friends
I never wanna blend into the crowd
You might also like[Pre-Chorus]
No more goin' places I don't bеlong
They're gonna say I'm selfish, but I'm just strong

[Chorus]
I'm doin' it, doin' it all by mysеlf
I'm movin' it, movin' it all by myself
I'll be my own motivation
I'll listen to nothin' they're sayin'
I'm lovin' me, lovin' me all by myself

[Drop]
All by myself
All by my-my-my
All by myself, myself

[Bridge]
No more goin' places I don't belong
You can say I'm selfish, but I'm just strong
And now I'm breakin' free from what they wanted me to be
And I'm me, finally, oh

[Chorus]
I'm doin' it, doin' it all by myself-self-self
All by myself-self-self-self
I'll be my own motivation
I'll listen to nothin' they're sayin'
I'm lovin' me, lovin' me all by myself
[Drop]
All by myself, myself
All by myself
All by my-my-my
All by myself, myself
All by myself1Embed",270,5Hp4xFihdOE2dmDzxWcBFb,"{'danceability': 0.662, 'energy': 0.848, 'key': 0, 'loudness': -4.338, 'mode': 0, 'speechiness': 0.0346, 'acousticness': 0.0932, 'instrumentalness': 7.62e-06, 'liveness': 0.241, 'valence': 0.773, 'tempo': 123.041, 'type': 'audio_features', 'id': '5Hp4xFihdOE2dmDzxWcBFb', 'uri': 'spotify:track:5Hp4xFihdOE2dmDzxWcBFb', 'track_href': 'https://api.spotify.com/v1/tracks/5Hp4xFihdOE2dmDzxWcBFb', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5Hp4xFihdOE2dmDzxWcBFb', 'duration_ms': 171778, 'time_signature': 4}",0.662,0.848,-4.338,0.0346,0.0932,7.62e-06,0.241,0.773,123.041,171778,https://p.scdn.co/mp3-preview/6834d61fadf756a4373f1a0b7f2fbc59678076a7?cid=a4bf3a6d2a1640eeaff76c0764a15e10
Trouble,Josh Ross,Trouble,72,"1 ContributorTrouble Lyrics[Verse 1]
I don't wanna spend another night alone
Reaching for the space you left in our bed tonight
So I guess I'll call some buddies up
Get gone, take another shot in some Broadway dive
I might give you a drunk dial
Just to tell you what you already know

[Chorus]
Baby I'm in trouble
Steady missing you
I'm getting through another double
A white flag waving, come and save me
Might be reckless but I can't help it
So if you could would you just come back home?
'Cause baby I'm in trouble
Baby I'm in trouble

[Verse 2]
Heading straight for another memory
Trying to stay afloat on this old barstool
Wishing you would call but you won't
That it'll get bеtter but it don't
'Cause Jack D and Jesus ain't you

[Chorus]
Baby I'm in troublе
Steady missing you
I'm getting through another double
A white flag waving, come and save me
Might be reckless but I can't help it
So if you could would you just come back home?
'Cause baby I'm in trouble
(Baby I'm in trouble)
You might also like[Bridge]
Wishing you would call but you won't
That it'll get better but it don't
'Cause Jack D and Jesus ain't you
Baby I'm in trouble
Baby I'm in trouble

[Chorus]
Baby I'm in trouble
Steady missing you
I'm getting through another double
A white flag waving, come and save me
Might be reckless but I can't help it
So if you could would you just come back home?
'Cause baby I'm in trouble
Baby I'm in troubleEmbed",266,7cRggVoZ18mmvIN2EcSQ3J,"{'danceability': 0.636, 'energy': 0.592, 'key': 11, 'loudness': -5.025, 'mode': 1, 'speechiness': 0.0285, 'acousticness': 0.127, 'instrumentalness': 0, 'liveness': 0.134, 'valence': 0.266, 'tempo': 120.058, 'type': 'audio_features', 'id': '7cRggVoZ18mmvIN2EcSQ3J', 'uri': 'spotify:track:7cRggVoZ18mmvIN2EcSQ3J', 'track_href': 'https://api.spotify.com/v1/tracks/7cRggVoZ18mmvIN2EcSQ3J', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7cRggVoZ18mmvIN2EcSQ3J', 'duration_ms': 214799, 'time_signature': 3}",0.636,0.592,-5.025,0.0285,0.127,0.0,0.134,0.266,120.058,214799,
Tattoo,Loreen,Tattoo,91,"37 ContributorsTranslationsFrançaisРусскийСрпскиTattoo Lyrics[Verse 1]
I don't wanna go
But baby, we both know
This is not our time
It's time to say goodbye
Until we meet again
'Cause this is not the end
It will come a day
When we will find our way

[Pre-Chorus]
Violins playing and the angels crying
When the stars align then I'll be there

[Chorus]
No, I don't care about them all
'Cause all I want is to be loved
And all I care about is you
You're stuck on me like a tattoo
No, I don't care about the pain
I'll walk through fire and through rain
Just to get closer to you
You're stuck on me like a tattoo

[Verse 2]
I'm letting my hair down
I'm taking it cool
You got my heart in your hand
Don't lose it, my friend
It's all that I got
You might also like[Pre-Chorus]
Violins playing and the angels crying
Whеn the stars align then I'll be thеre

[Chorus]
No, I don't care about them all
'Cause all I want is to be loved
And all I care about is you
You're stuck on me like a tattoo
No, I don't care about the pain
I'll walk through fire and through rain
Just to get closer to you
You're stuck on me like a tattoo

[Instrumental Break]

[Chorus]
No, I don't care about them all
'Cause all I want is to be loved
And all I care about is you
You're stuck on me like a tattoo
No, I don't care about the pain
I'll walk through fire and through rain
Just to get closer to you
You're stuck on me like a tattoo
[Outro]
All I care about is love
Oh, oh, oh
All I care about is love
You're stuck on me like a tattoo4Embed",301,1XcxubL4Y4U4gxLeIbb8VM,"{'danceability': 0.333, 'energy': 0.457, 'key': 9, 'loudness': -7.295, 'mode': 1, 'speechiness': 0.0307, 'acousticness': 0.241, 'instrumentalness': 0.0399, 'liveness': 0.16, 'valence': 0.279, 'tempo': 172.143, 'type': 'audio_features', 'id': '1XcxubL4Y4U4gxLeIbb8VM', 'uri': 'spotify:track:1XcxubL4Y4U4gxLeIbb8VM', 'track_href': 'https://api.spotify.com/v1/tracks/1XcxubL4Y4U4gxLeIbb8VM', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1XcxubL4Y4U4gxLeIbb8VM', 'duration_ms': 203360, 'time_signature': 4}",0.333,0.457,-7.295,0.0307,0.241,0.0399,0.16,0.279,172.143,203360,https://p.scdn.co/mp3-preview/9cd799b53837c3d615b7ae3b625ad00294b46c82?cid=a4bf3a6d2a1640eeaff76c0764a15e10
Dance All Over Me,George Ezra,Gold Rush Kid,70,"6 ContributorsTranslationsPortuguêsDance All Over Me Lyrics[Intro]
Tonight with me
Tonight with me

[Verse 1]
There's mountains on Mars and riverbeds too
Infinite stars and there's me and you
There's nothing needs doing, just keep on moving
And be here now with me
Won't you be here now with me?

[Pre-Chorus]
Dance, dance, dance, let it be, be, be
Dance all over me
C'mon and dance, dance, dance, let it be, be, be
Dance all over me

[Chorus]
Tonight with me, tonight with me
Won't you cut it up and dance all over me?
Tonight with me, tonight with me
Won't you cut it up and dance all over me?

[Post-Chorus]
Cut it up and dance all over me
Cut it up and dance all over me
You might also like[Verse 2]
If you walk through the desert and fall to your knees
You're perfectly sick, you got that mover's disease
It's a one-stop shop for that hot sweat drop
And be here now with me
Won't you be here now with me?

[Chorus]
Tonight with me, tonight with me
Won't you cut it up and dance all over me?
Tonight with me, tonight with me
Won't you cut it up and dance all over me?

[Post-Chorus]
Cut it up and dance all over me
Cut it up and dance all over me

[Bridge]
Dance, dance, dance, let it be, be, be
Dance all over me
C'mon and dance, dance, dance, let it be, be, be
Dance all over me

[Chorus]
Tonight with me, tonight with me
Won't you cut it up and dance all over me?
Tonight with me, tonight with me
Won't you cut it up and dance all over me?
Tonight with me, tonight with me
Won't you cut it up and dance all over me?
Tonight with me, tonight with me
Won't you cut it up and dance all over me?Embed",314,4gIDvFHsqRsniD9JngIVCL,"{'danceability': 0.65, 'energy': 0.757, 'key': 11, 'loudness': -4.533, 'mode': 0, 'speechiness': 0.0413, 'acousticness': 0.036, 'instrumentalness': 6.03e-06, 'liveness': 0.115, 'valence': 0.413, 'tempo': 115.995, 'type': 'audio_features', 'id': '4gIDvFHsqRsniD9JngIVCL', 'uri': 'spotify:track:4gIDvFHsqRsniD9JngIVCL', 'track_href': 'https://api.spotify.com/v1/tracks/4gIDvFHsqRsniD9JngIVCL', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4gIDvFHsqRsniD9JngIVCL', 'duration_ms': 194275, 'time_signature': 4}",0.65,0.757,-4.533,0.0413,0.036,6.03e-06,0.115,0.413,115.995,194275,https://p.scdn.co/mp3-preview/2049b09df847fb313a0fd42014be19eeb4150568?cid=a4bf3a6d2a1640eeaff76c0764a15e10
You Didn’t,Brett Young,Weekends Look A Little Different These Days,69,"7 ContributorsYou Didn’t Lyrics[Verse 1]
I could never hate you even if I tried
Girl, I love you too much and I've loved you too long to fight
Mm
It ain't always a bad thing saying goodbye
And the last thing that I wanna be is a waste of your time

[Chorus]
There's nothing I could say
To make you wanna stay
Your heart made up it's mind
I don't want you to lie one more minute
You ain't done nothing wrong
I'm not where you belong
Don't let one teardrop fall
Girl, you think it's your fault but it isn't
I fell in love and you didn't

[Verse 2]
I hope you find someone
To be the person for you
Mm
That you were to me, what I wanted to bе for you
I, I ain't ever asked you to sеttle or compromise
Girl, you deserve everything in this world
Even if it means you can't be mine
You might also like[Chorus]
There's nothing I could say
To make you wanna stay
Your heart made up it's mind
I don't want you to lie one more minute
You ain't done nothing wrong
I'm not where you belong
Don't let one teardrop fall
Girl, you think it's your fault
But it isn't
I fell in love and you didn't
I fell in love and you didn't

[Bridge]
Feel like I did
I gave you everything I had to give
You didn't need more
You just needed different

[Chorus]
And there's nothing I could say
To make you wanna stay
Your heart made up it's mind
I don't want you to lie one more minute
You ain't done nothing wrong
I'm not where you belong
Don't let one teardrop fall
Girl, you think it's your fault
But it isn't
I fell in love and you didn't
I fell in love and you didn'tEmbed",312,5Jwcv2Le3Klwgrgyqa12ZA,"{'danceability': 0.623, 'energy': 0.466, 'key': 11, 'loudness': -7.6, 'mode': 1, 'speechiness': 0.0265, 'acousticness': 0.0421, 'instrumentalness': 1.45e-06, 'liveness': 0.0996, 'valence': 0.272, 'tempo': 81.98, 'type': 'audio_features', 'id': '5Jwcv2Le3Klwgrgyqa12ZA', 'uri': 'spotify:track:5Jwcv2Le3Klwgrgyqa12ZA', 'track_href': 'https://api.spotify.com/v1/tracks/5Jwcv2Le3Klwgrgyqa12ZA', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5Jwcv2Le3Klwgrgyqa12ZA', 'duration_ms': 225813, 'time_signature': 3}",0.623,0.466,-7.6,0.0265,0.0421,1.45e-06,0.0996,0.272,81.98,225813,
How You Samba,Kris Kross Amsterdam,How You Samba,53,"4 ContributorsHow You Samba Lyrics[Verse 1: Sofía Reyes]
I've been looking for somebody to love
Somebody to love
Hot nights
Dancing 'til the sweat drippin' off
The sweat drippin' off

[Pre-Chorus: Sofía Reyes]
I see you looking over
I see you come my way
(Oh-eh-oh, oh, oh, oh-eh-oh)
Before I can let you closer
You gotta make me stay

[Chorus: Sofía Reyes]
So, if you want me like, ""Ooh, na-na""
You better show me that you're the one
Caress my body like, ""Ooh, la-la""
Come on and show me how you samba
So, if you want me like, ""Ooh, na-na""
You better show me that you're the one
Caress my body like, ""Ooh, la-la""
Come on and show mе how you samba

[Verse 2: Tinie Tempah & Sofía Reyes]
(Woo!) Yeah
I heard baddies don't blush
For brothеrs, that's cheap
Keepin' it hush, the money on me
There ain't no judgement, gimme instructions
I wanna touch it, rub it and squeeze
Fly to the sun like Icarus (Ah)
Twerk it, shake it, jiggle it (Ah)
Ask this Spice what she really, really on right now
'Cause I really wanna zig-a-zig, ah
Doing the mad ting
You and all of your bad friends
Native tongue and your accent
Come in the section with me (Oh-eh-oh, oh, oh)
You might also like[Chorus: Sofía Reyes & Tinie Tempah]
So, if you want me like, ""Ooh, na-na""
You better show me that you're the one
Caress my body like, ""Ooh, la-la""
Come on and show me how you samba (Uh, let's go)
So, if you want me like, ""Ooh, na-na""
You better show me that you're the one
Caress my body like, ""Ooh, la-la""
Come on and show me how you samba

[Outro: Sofía Reyes]
Come on and show me how you samba1Embed",299,4uoSxzvEVMcDsIK0aHZFAv,"{'danceability': 0.566, 'energy': 0.704, 'key': 11, 'loudness': -8.003, 'mode': 0, 'speechiness': 0.0752, 'acousticness': 0.0461, 'instrumentalness': 3.25e-05, 'liveness': 0.731, 'valence': 0.429, 'tempo': 124.933, 'type': 'audio_features', 'id': '4uoSxzvEVMcDsIK0aHZFAv', 'uri': 'spotify:track:4uoSxzvEVMcDsIK0aHZFAv', 'track_href': 'https://api.spotify.com/v1/tracks/4uoSxzvEVMcDsIK0aHZFAv', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4uoSxzvEVMcDsIK0aHZFAv', 'duration_ms': 151680, 'time_signature': 4}",0.566,0.704,-8.003,0.0752,0.0461,3.25e-05,0.731,0.429,124.933,151680,https://p.scdn.co/mp3-preview/f7badaad8c1cc84d715341f1320a9ac0c9428091?cid=a4bf3a6d2a1640eeaff76c0764a15e10
